"grade_feedback_id","problem_log_id","teacher_xid","grade","feedback","active_batch","time_taken_seconds","created_at"
3598,153769118,654406,2,You have described the steps of mean well.  Now how can you use that to determine the third player's score?,2,33,2022-07-19 11:12:32.592 -0400
3599,154084590,654406,2,Great start!  What about two more statements?,2,15,2022-07-19 11:12:48.495 -0400
3600,154842952,654406,0,"If a variety of students answered this question, would their answer be a number or a category?",2,42,2022-07-19 11:13:31.525 -0400
3601,154172600,654406,4,Great job with your comparisons!,2,14,2022-07-19 11:13:46.222 -0400
3602,154189927,654406,4,Great job analyzing the histogram.  ,2,20,2022-07-19 11:14:06.461 -0400
3603,154175971,654406,1,"The mean does not change.  You need to think about how the three players have scores that when shared equally would give an amount of 40.  You are correct that that the third player would be 70.  Now, why does 20, 30 & 70 lead to a mean of 40?",2,74,2022-07-19 11:15:20.810 -0400
3604,154187696,654406,0,"Actually there is quite a bit more than 40.  40 is the most comment weight range.  However, this is NOT what the question is asking.  Read carefully.  ",2,42,2022-07-19 11:16:02.935 -0400
3605,154086124,654406,0,While these are correct; none of these use numbers between -2 and -8.  ,2,30,2022-07-19 11:16:33.208 -0400
3606,154168569,654406,0,"Mean is about sharing data equally.  if all three players were to share their points equally, they would each have 40, which means what did the third player actually score?",2,132,2022-07-19 11:18:46.245 -0400
3607,154088030,654406,1,"These comparisons are correct however, you were asked to use numbers between -2 and -8.",2,124,2022-07-19 11:20:50.670 -0400
3608,154843784,654406,1,"You seem to understand that you need variety of answers to be a statistical question.  However, how often does your last name change?",2,80,2022-07-19 11:22:11.523 -0400
3609,141424981,654406,3,Great job understanding the relationship.  Can you describe the constant growth that occurs?,2,30,2022-07-19 11:22:41.904 -0400
3610,144645745,654406,2,"If this was the case, you would be correct; however, ""<"" is read ""less than"" left to right.  ",2,65,2022-07-19 11:23:47.404 -0400
3611,156770515,654406,1,"You are correct that the picture (line plot) shows the number of worms; however, please explain how to determine that number form the line plot.  ",2,71,2022-07-19 11:24:59.277 -0400
3612,132019892,654406,2,"Actually if you divided minutes by meters, than the smaller quotient is the faster swimmer.  Your rate is minutes per meters and you want a smaller number of minutes per meters.  ",2,136,2022-07-19 11:27:15.796 -0400
3613,154852153,654406,0,"This data set is numerical because as you collect data from students, the answers are all numbers, not categories.  ",2,58,2022-07-19 11:28:14.023 -0400
3614,156771851,654406,1,I believe you may be correct by your answer is not clear.  There are TWO most common heights.  You need to make that clear in your explanation.  ,2,186,2022-07-19 11:31:21.044 -0400
3615,155519335,654406,2,"You are correct it is NOT statistical, but because it will basically only have ONE answer.  Your last name doesn't really change number of letters.  ",2,48,2022-07-19 11:32:10.031 -0400
3616,154123763,2835460,0,Go back and look at part 1 first.  Make sure to make a number line.  Reread and redo both parts,3,7378,2022-07-19 12:32:37.097 -0400
3617,154122671,2835460,4,Good,3,12,2022-07-19 12:32:49.875 -0400
3618,132784282,2835460,4,Yes.  Label what the 26 represents,3,35,2022-07-19 12:33:25.440 -0400
3619,154084590,2835460,1,True.  Question is incomplete,3,17,2022-07-19 12:33:42.841 -0400
3620,132305352,2835460,3,What does your ratio represent in terms of the context of this problem?,3,92,2022-07-19 12:35:15.195 -0400
3621,154832006,2835460,1,It is statistical.  but you need to redo the explanation,3,139,2022-07-19 12:37:35.328 -0400
3622,153807174,2835460,4,yes,3,67,2022-07-19 12:38:43.060 -0400
3623,132943963,2835460,4,good.  can you clarify what the 26 in distance represents in terms of distance and time,3,66,2022-07-19 12:39:49.738 -0400
3624,132021241,2835460,3,double check your division.  also include units in your answer,3,185,2022-07-19 12:42:55.973 -0400
3625,141453170,2835460,4,yes.  how much per one week?,3,27,2022-07-19 12:43:23.836 -0400
3626,141522638,2835460,4,Nice!,3,166,2022-07-19 12:46:10.717 -0400
3627,153804667,2835460,3,check your calculations,3,107,2022-07-19 12:47:57.912 -0400
3628,132520431,2835460,1,Yes.  How did you find the answer?  What method did you use?,3,71,2022-07-19 12:49:09.508 -0400
3629,132442742,2835460,3,You need units with your ratios.  Do we normally say minute per meters or meters per minute?  Think about what your ratios represent,3,152,2022-07-19 12:51:42.125 -0400
3630,142085584,2835460,3,Yes.  could you take in one step further and say how much $ per week,3,58,2022-07-19 12:52:40.347 -0400
3631,153769118,2835460,3,You need to expand on your reasoning.  How did you find 70?,3,94,2022-07-19 12:54:14.895 -0400
3632,144485699,2835460,1,Try plotting the numbers on a number line and take another look at part 3,3,62,2022-07-19 12:55:17.349 -0400
3633,154831333,2835460,2,Go back and reread what the question is looking for,3,670,2022-07-19 13:06:29.007 -0400
3634,144541645,2835460,3,Yes.  Why does it being before make it warmer?,3,18,2022-07-19 13:06:48.053 -0400
3635,144652730,2835460,3,Yes.  Why does it get bigger the more you go to the right?,3,37,2022-07-19 13:07:26.084 -0400
3636,141453310,2835460,4,Yes,3,8,2022-07-19 13:07:34.449 -0400
3637,132568897,2835460,3,How did you use the answers to your division problem to determine Eva was faster?,3,36,2022-07-19 13:08:10.856 -0400
3638,153804023,2835460,4,Yes,3,24,2022-07-19 13:08:35.751 -0400
3639,132056618,2835460,3,Yes.   check your units. ,3,41,2022-07-19 13:09:17.685 -0400
3640,154087889,2835460,3,Yes.  Reread the directions in part 1.   ,3,27,2022-07-19 13:09:45.781 -0400
3641,154852153,2835460,0,What does the N represent in this problem?  Go back and reread the problem,3,25,2022-07-19 13:10:11.850 -0400
3642,141424635,2835460,3,Yes.  Can you take it one step further and say how much per week.  ,3,27,2022-07-19 13:10:39.710 -0400
3643,144644490,2835460,3,Can you explain what you mean about the number being 'smaller' and how that makes the temperature warmer,3,32,2022-07-19 13:11:12.644 -0400
3644,142080446,2835460,2,Yes the slope represents money saved in dollars over weeks.  Take a look again at the scale on the graph to determine the amount per week,3,59,2022-07-19 13:12:12.520 -0400
3645,156772510,654406,4,Nice job reading carefully.  ,2,50,2022-07-19 15:29:08.023 -0400
3646,154172600,3141985,3,Correct response ,2,28,2022-07-19 23:39:57.788 -0400
3647,141453365,3141985,2,Not exact accurate information ,2,81,2022-07-19 23:41:19.826 -0400
3648,132568897,3141985,1,Not accurate response ,2,46,2022-07-19 23:42:06.062 -0400
3649,132305352,3141985,1,Incorrect response ,2,35,2022-07-19 23:42:41.788 -0400
3650,153807149,3141985,2,Not complete response ,2,15,2022-07-19 23:42:57.617 -0400
3651,154834536,3141985,1,Did not respond to question.,2,226,2022-07-19 23:46:44.678 -0400
3652,132021241,3141985,2,"Correct skill, incorrect answer",2,26,2022-07-19 23:47:10.938 -0400
3653,141453310,3141985,3,Correct response ,2,11,2022-07-19 23:47:22.507 -0400
3654,154135735,3141985,2,Not enough answers,2,21,2022-07-19 23:47:44.362 -0400
3655,142061101,3141985,2,Not enough information ,2,13,2022-07-19 23:47:58.252 -0400
3656,153807174,3141985,2,Incomplete response ,2,18,2022-07-19 23:48:16.577 -0400
3657,142085584,3141985,2,Incomplete response ,2,9,2022-07-19 23:48:25.741 -0400
3658,142379229,3141985,2,Incomplete response ,2,8,2022-07-19 23:48:34.502 -0400
3659,132353086,3141985,3,Correct response ,2,25,2022-07-19 23:49:00.325 -0400
3660,144704702,3141985,1,Incorrect response ,2,10,2022-07-19 23:49:10.890 -0400
3661,144583078,3141985,3,Correct response ,2,44,2022-07-19 23:49:55.729 -0400
3662,154072386,3141985,2,Partially correct response ,2,76,2022-07-19 23:51:12.707 -0400
3663,141891911,3141985,2,Partially correct ,2,20,2022-07-19 23:51:33.690 -0400
3664,156771255,3141985,3,Correct response ,2,41,2022-07-19 23:52:15.025 -0400
3665,132248341,3141985,2,Partially correct ,2,15,2022-07-19 23:52:30.431 -0400
3666,154122044,3141985,2,Lacking three equations ,2,77,2022-07-19 23:53:48.512 -0400
3667,154891809,3141985,1,Incorrect response ,2,37,2022-07-19 23:54:26.287 -0400
3668,132442742,3141985,4,Exact response ,2,22,2022-07-19 23:54:49.096 -0400
3669,141424981,3141985,3,Correct response ,2,15,2022-07-19 23:55:05.132 -0400
3670,142080265,3141985,2,Needs further explanation ,2,55,2022-07-19 23:56:00.728 -0400
3671,154173602,3141985,4,Correct responses,2,24,2022-07-19 23:56:25.147 -0400
3672,153769118,3141985,3,Correct response ,2,20,2022-07-19 23:56:46.185 -0400
3673,144485699,3141985,3,Correct response ,2,93,2022-07-19 23:58:19.678 -0400
3674,141424567,3141985,3,Correct response ,2,10,2022-07-19 23:58:29.826 -0400
3675,153771796,3141985,4,Correct response ,2,14,2022-07-19 23:58:44.607 -0400
3676,153804023,3141985,4,Correct response ,2,28,2022-07-19 23:59:12.952 -0400
3677,132056618,3141985,4,Correct response ,2,11,2022-07-19 23:59:24.366 -0400
3678,132549333,3141985,4,Correct response ,2,8,2022-07-19 23:59:33.308 -0400
3679,144838871,3141985,1,Incorrect response ,2,194,2022-07-20 00:02:48.039 -0400
3680,154839348,3141985,2,Partially correct response ,2,22,2022-07-20 00:03:11.125 -0400
3681,141522638,3141985,3,Correct response ,2,11,2022-07-20 00:03:23.011 -0400
3682,132016323,3141985,4,Correct response ,2,25,2022-07-20 00:03:48.537 -0400
3683,156772351,3141985,3,Correct response ,2,25,2022-07-20 00:04:14.383 -0400
3684,154144152,3141985,2,Partially correct responses,2,40,2022-07-20 00:04:55.352 -0400
3685,154088338,3141985,2,Answer does not fulfill response ,2,113,2022-07-20 00:06:49.102 -0400
3686,132093750,3141985,3,Correct response ,2,165,2022-07-20 00:09:35.033 -0400
3687,141953013,3141985,3,Correct response ,2,30,2022-07-20 00:10:05.280 -0400
3688,144581770,3141985,3,Correct response ,2,16,2022-07-20 00:10:21.442 -0400
3689,154187696,3141985,1,Incorrect response ,2,75,2022-07-20 00:11:37.106 -0400
3690,154855406,3141985,2,Partial response ,2,161,2022-07-20 00:14:19.022 -0400
3691,132520431,3141985,2,Partial response ,2,14,2022-07-20 00:14:34.088 -0400
3692,144541645,3141985,3,Correct response ,2,13,2022-07-20 00:14:47.284 -0400
3693,141453089,3141985,3,Correct response ,2,10,2022-07-20 00:14:57.537 -0400
3694,144098695,3141985,3,Correct response ,2,17,2022-07-20 00:15:15.288 -0400
3695,132943963,3141985,4,Correct response ,2,20,2022-07-20 00:15:35.423 -0400
3696,137098417,3141985,1,Incomplete response ,2,27,2022-07-20 00:16:02.574 -0400
3697,141453513,3141985,3,Correct response ,2,25,2022-07-20 00:16:27.728 -0400
3698,154084590,3141985,2,Partial response ,2,11,2022-07-20 00:16:39.067 -0400
3699,132248161,3141985,2,Partial response ,2,26,2022-07-20 00:17:05.420 -0400
3700,132248190,3141985,2,Partially correct ,2,180,2022-07-20 00:20:06.632 -0400
3701,153807134,3141985,1,No reasoning ,2,74,2022-07-20 00:21:20.922 -0400
3702,132784282,3141985,4,Correct response ,2,25,2022-07-20 00:21:46.234 -0400
3703,154086124,3141985,1,Incorrect response ,2,15,2022-07-20 00:22:01.803 -0400
3704,141933235,3141985,2,Partial response ,2,24,2022-07-20 00:22:26.465 -0400
3705,154839134,3141985,3,Correct response ,2,37,2022-07-20 00:23:04.113 -0400
3706,142327213,3141985,2,Partially correct response ,2,21,2022-07-20 00:23:25.348 -0400
3707,154149726,3141985,1,Incorrect response ,2,148,2022-07-20 00:25:54.306 -0400
3708,132019866,3141985,3,Correct response ,2,362,2022-07-20 00:31:57.144 -0400
3709,141522745,3141985,2,Partial response ,2,11,2022-07-20 00:32:09.137 -0400
3710,154087889,3141985,2,Partially correct response ,2,18,2022-07-20 00:32:28.044 -0400
3711,154122671,3141985,3,Correct response ,2,29,2022-07-20 00:32:57.771 -0400
3712,141453414,3141985,3,Correct response ,2,78,2022-07-20 00:34:16.594 -0400
3713,132021072,3141985,2,Partially correct response ,2,21,2022-07-20 00:34:37.985 -0400
3714,132020206,3141985,1,Incorrect response ,2,23,2022-07-20 00:35:02.089 -0400
3715,154172586,3141985,1,Incorrect response ,2,11,2022-07-20 00:35:13.888 -0400
3716,141482836,3141985,3,Correct response ,2,17,2022-07-20 00:35:31.411 -0400
3717,137455746,3141985,3,Correct response ,2,46,2022-07-20 00:36:17.558 -0400
3718,154843788,3141985,2,Partially correct ,2,12,2022-07-20 00:36:30.617 -0400
3719,154856378,3141985,3,Correct response ,2,8,2022-07-20 00:36:39.158 -0400
3720,144727348,3141985,3,Correct response ,2,17,2022-07-20 00:36:56.805 -0400
3721,153807133,3141985,1,Incorrect response ,2,12,2022-07-20 00:37:09.557 -0400
3722,156772699,3141985,1,Incorrect response ,2,13,2022-07-20 00:37:23.495 -0400
3723,154853541,3141985,3,Correct response ,2,81,2022-07-20 00:38:44.922 -0400
3724,154844350,3141985,3,Correct response ,2,12,2022-07-20 00:38:57.249 -0400
3725,137100776,3141985,1,Incorrect response ,2,38,2022-07-20 00:39:35.525 -0400
3726,144363116,2759923,4,Good work,1,30,2022-07-20 03:25:53.789 -0400
3727,144819160,2759923,0,You need to explain in words what it means,1,16,2022-07-20 03:26:10.572 -0400
3728,143767302,2759923,0,function notation means f(x)=y,1,17,2022-07-20 03:26:28.428 -0400
3729,144250073,2759923,0,"W(5) is function notation, not multiplication",1,25,2022-07-20 03:26:54.608 -0400
3730,142576410,2759923,4,Good work,1,36,2022-07-20 03:27:31.020 -0400
3731,142576373,2759923,0,Think correlation vs causation,1,11,2022-07-20 03:27:43.147 -0400
3732,144638821,2759923,3,Write as a sentence,1,22,2022-07-20 03:28:06.225 -0400
3733,150662030,2759923,0,you need to find actually numerical values,1,40,2022-07-20 03:28:47.027 -0400
3734,144181415,2759923,0,Think about input and output. What quantity is input and which one is output?,1,47,2022-07-20 03:29:34.411 -0400
3735,134549624,2759923,4,Good work,1,48,2022-07-20 03:30:23.531 -0400
3736,143765800,2759923,0,Explain in a sentence,1,14,2022-07-20 03:30:38.161 -0400
3737,144001167,2759923,0,Explain in a sentence,1,11,2022-07-20 03:30:49.345 -0400
3738,144249051,2759923,0,This is not function notation,1,12,2022-07-20 03:31:01.703 -0400
3739,143819065,2759923,0,You need to draw a graph,1,21,2022-07-20 03:31:22.973 -0400
3740,156581523,2759923,0,You need to show your mathematical work,1,30,2022-07-20 03:31:53.885 -0400
3741,155271491,2759923,4,Good work,1,37,2022-07-20 03:32:31.517 -0400
3742,136466591,2759923,4,Good work,1,45,2022-07-20 03:33:16.936 -0400
3743,143999746,2759923,0,Explain in a sentence,1,12,2022-07-20 03:33:29.611 -0400
3744,144080474,2759923,3,First one is not correct,1,26,2022-07-20 03:33:56.207 -0400
3745,156579485,2759923,4,Good work,1,18,2022-07-20 03:34:15.391 -0400
3746,136434130,2759923,0,"3:1 is not a factor of 4",1,32,2022-07-20 03:34:47.726 -0400
3747,144276023,2759923,4,Good work,1,13,2022-07-20 03:35:01.673 -0400
3748,144248318,2759923,0,"This is function notation, not multiplication",1,14,2022-07-20 03:35:16.519 -0400
3749,144596339,2759923,3,You need one more statement,1,19,2022-07-20 03:35:36.204 -0400
3750,146500712,2759923,0,Think per bottle,1,25,2022-07-20 03:36:02.007 -0400
3751,147839621,2759923,2,You mixed up input and output,1,36,2022-07-20 03:36:38.447 -0400
3752,144092886,2759923,4,Good work,1,10,2022-07-20 03:36:49.392 -0400
3753,144287059,2759923,1,Think about input and output and where they go in function notation,1,20,2022-07-20 03:37:10.150 -0400
3754,144096162,2759923,4,Good work,1,9,2022-07-20 03:37:19.407 -0400
